id_Article,numero_loi,numero_decret,numero_article,multiplicatif,date_signature,division_partie,division_livre,division_titre,division_chapitre,division_section,division_paragraphe,contenu,code
14,,,14,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,,,"La police judiciaire est chargée, suivant les distinctions établies au présent titre, de rechercher et de constater les infractions à la loi pénale, d'en rassembler les preuves et d'en rechercher les auteurs, tant qu'une information n'est pas ouverte.
Lorsqu'une information est ouverte, elle exécute les délégations des juridictions d'instruction et défère à leurs réquisitions.",Procédures Pénales
15,85-25,,15,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION II – DES OFFICIERS DE POLICE JUDICIAIRE,,"(Loi n°85-25 du 27 février 1985) Ont la qualité d'officier de police judiciaire :
les officiers de gendarmerie ;
les sous-officiers de gendarmerie exerçant les fonctions de commandant de brigade ;
les commissaires de police ;
les officiers de police ;
les élèves officiers et les sous-officiers de gendarmerie nominativement désignés par arrêté conjoint du Ministre chargé de la Justice et du Ministre chargé des Forces armées après avis conforme d'une commission ;
les fonctionnaires du cadre de la police nominativement désignés par arrêté du Ministre chargé de la Justice, sur proposition des autorités dont ils relèvent, après avis conforme d'une commission.
La composition des commissions prévues aux paragraphes 5 et 6 est déterminée par arrêté conjoint du Ministre chargé de la Justice et du Ministre intéressé.",Procédures Pénales
16,77-32,,16,,1977-02-22,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION II – DES OFFICIERS DE POLICE JUDICIAIRE,,"(Loi n°77-32 du 22 février 1977)
Les officiers de police judiciaire exercent les pouvoirs définis à l'article « 14 » ; ils reçoivent les plaintes et dénonciations. Ils procèdent à des enquêtes préliminaires dans les conditions prévues par les articles «67» à «69».
En cas de crime et délit flagrant, ils exercent les pouvoirs qui leur sont conférés par les articles « 45» à «59».
Ils ont le droit de requérir directement le concours de la force publique pour l'exécution de leur mission.
Ils peuvent recevoir les déclarations des victimes désireuses de se constituer partie civile.
Celles-ci peuvent, soit par procès-verbal, soit par lettre, fixer le montant de la réparation demandée pour le préjudice qui leur a été causé.
La déclaration doit contenir élection de domicile dans le ressort du tribunal du lieu de l'infraction, à moins que la partie civile n'y soit domiciliée.",Procédures Pénales
17,,,17,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION II – DES OFFICIERS DE POLICE JUDICIAIRE,,"Les officiers de police judiciaire ont compétence dans les limites territoriales où ils exercent leurs fonctions habituelles.
En cas de nécessité, ils peuvent poursuivre leurs investigations hors de ces limites à charge d'en rendre compte au Procureur de la République territorialement compétent.
Dans toute circonscription urbaine divisée en arrondissements de police, les commissaires exerçant leurs fonctions dans l'un d'eux ont néanmoins compétence sur toute l'étendue de la circonscription. Les commissaires peuvent, sur délégation judiciaire expresse ainsi qu'en cas de crime ou délit flagrant, procéder à des auditions, perquisitions et saisies dans le ressort du tribunal où ils exercent leurs fonctions ainsi que dans les ressorts des tribunaux limitrophes.
Les officiers de gendarmerie jouissent des mêmes pouvoirs dans le ressort des tribunaux limitrophes à leur propres circonscriptions.
Lorsqu'un officier de police judiciaire se trouve légitimement empêché, tout autre officier de police judiciaire de la même circonscription territoriale ou d'un arrondissement voisin est tenu de le suppléer, sans qu'il puisse retarder le service pour lequel il sera requis, sous un prétexte quelconque.",Procédures Pénales
18,85-25,,18,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION II – DES OFFICIERS DE POLICE JUDICIAIRE,,"(Loi n°85-25 du 27 février 1985)
Les officiers de police judiciaire sont tenus d'informer sans délai soit le Procureur de la République près le tribunal régional, ou son délégué près le tribunal départemental, soit le président de ce tribunal exerçant les fonctions de ministère public en vertu de l'article «37», des crimes, délits et contraventions dont ils ont connaissance.
Dès la clôture de leurs opérations, ils doivent faire parvenir directement au ministère public l'original des procès-verbaux ainsi que tous actes, et documents y afférents. Les objets saisis sont tenus à sa disposition au greffe de la juridiction.
Une copie certifiée conforme des procès-verbaux est envoyée au Procureur de la République dans tous les cas où il n'est pas saisi de la procédure.
Les procès-verbaux doivent énoncer la qualité d'officier de police judiciaire de leur rédacteur.",Procédures Pénales
19,81-71,,19,,1981-12-19,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION III - DES AGENTS DE POLICE JUDICIAIRE,,"(Loi n°81-71 du 19 décembre 1981)
Sont agents de police judiciaire lorsqu'ils n'ont pas la qualité d'officiers de police judiciaire :
les militaires de la gendarmerie ;
les membres des forces de police.",Procédures Pénales
20,66-18,,20,,1966-02-01,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION III - DES AGENTS DE POLICE JUDICIAIRE,,"(Loi n°66-18 du 1 février 1966)
Les agents de police judiciaire ont pour mission :
De seconder, dans l'exercice de leurs fonctions, les officiers de police judiciaire ;
De rendre compte à leurs chefs hiérarchiques de tous crimes, délits ou contraventions dont ils ont connaissance ;
De constater, en se conformant aux ordres de leurs chefs, les infractions à la loi pénale et de recueillir tous les renseignements en vue de découvrir les auteurs de ces infractions, le tout dans le cadre et dans les formes prévues par les lois qui leur sont propres ;
Cependant les gendarmes sont habilités à dresser procès-verbal des infractions qu'ils constatent et à recevoir dans la forme les déclarations qui leur sont faites par toutes personnes susceptibles de leur fournir des indices, preuves et renseignements sur les auteurs et complices de ces infractions. Ils n'ont cependant pas qualité pour décider des mesures de garde à vue.",Procédures Pénales
21,85-25,,21,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION IV – DES FONCTIONNAIRES ET AGENTS CHARGES DE CERTAINES FONCTIONS DE POLICE JUDICIAIRE,,"(Loi n°85-25 du 27 février 1985)
Les fonctionnaires et agents des administrations et services, auxquels certains pouvoirs de police judiciaire sont attribués par des textes spéciaux, exercent ces pouvoirs dans les conditions et limites fixées par ces textes. Dans tous les cas, ils peuvent suivre les choses constituant le corps de l'infraction dans les lieux où elles ont été transportées et peuvent les mettre sous séquestre.
Ils ne peuvent cependant pénétrer dans les maisons, ateliers, bâtiments, cours adjacentes et enclos qu'en présence d'un officier de police judiciaire qui ne peut se refuser à les accompagner et signe le procès-verbal de l'opération à laquelle il a assisté.
Pour l'accomplissement de leur mandat, ils peuvent requérir main-forte des services de police ou de gendarmerie du ressort dans lequel ils opèrent.
Leurs procès-verbaux dans tous les cas doivent être adressés dans les huit jours, soit au parquet du tribunal régional dans le ressort duquel l'infraction a été commise, ou au délégué du Procureur de la République près le tribunal départemental ou au président de cette dernière juridiction exerçant les fonctions de ministre public en application de l'article « 37 », soit au parquet de la juridiction où le corps de l'infraction a été gardé.
Une copie certifiée conforme des procès-verbaux est en outre envoyée au Procureur de la République dans tous les cas où il n'est pas saisi de la procédure.",Procédures Pénales
22,85-25,,22,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE PREMIER : DE LA POLICE JUDICIAIRE SECTION PREMIERE - DISPOSITIONS GENERALES,SECTION IV – DES FONCTIONNAIRES ET AGENTS CHARGES DE CERTAINES FONCTIONS DE POLICE JUDICIAIRE,,(la loi n°85-25 du 27 février 1985),Procédures Pénales
23,,,23,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION PREMIERE – DISPOSITIONS GENERALES,,Le ministère public exerce l'action publique et requiert l'application de la loi.,Procédures Pénales
24,85-25,,24,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION PREMIERE – DISPOSITIONS GENERALES,,"(Loi n°85-25 du 27 février 1985)
Le ministère public est représenté auprès de chaque juridiction répressive : il assiste aux débats des juridictions de jugement, toutes les décisions sont prononcées en sa présence; il assure l'exécution des décisions de justice.
En l'absence du délégué du Procureur de la République près le tribunal départemental, les fonctions de ministère public sont assurées par le président de cette juridiction sous le contrôle direct du Procureur de la République conformément à l'article «38» du présent code.",Procédures Pénales
25,,,25,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION PREMIERE – DISPOSITIONS GENERALES,,"Le ministère public est tenu de prendre des réquisitions écrites conformes aux instructions qui lui sont données dans les conditions prévues aux articles «28» et «29».
Il développe librement les observations orales qu'il croit convenables au bien de la justice.",Procédures Pénales
26,85-25,,26,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION II – DES ATTRIBUTIONS DU PROCUREUR GENERAL PRES LA COUR D'APPEL,,"(Loi n°85-25 du 27 février 1985)
Le Procureur général représente en personne, ou par ses substituts, le ministère public auprès de la Cour d'Appel et auprès de la Cour d'Assise instituée au siège de la Cour d'appel.
Il représente également le ministère public auprès des autres Cours d'Assises du ressort, soit en personne, soit par ses substituts.
Le Procureur général peut aussi, s'il l'estime nécessaire, se faire représenter devant la Cour d'Assises instituée auprès d'un tribunal régional autre que celui du siège de la Cour d'appel, par le Procureur de la République ou ses substituts.",Procédures Pénales
27,,,27,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION II – DES ATTRIBUTIONS DU PROCUREUR GENERAL PRES LA COUR D'APPEL,,"Le Procureur général est chargé de veiller à l'application de la loi pénale dans toute l'étendue du ressort de la Cour d'appel.
A cette fin, il lui est adressé tous les mois, par chaque Procureur de la République, un état des affaires de son ressort.
Le Procureur général a, dans l'exercice de ses fonctions, le droit de requérir directement la force publique.",Procédures Pénales
28,,,28,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION II – DES ATTRIBUTIONS DU PROCUREUR GENERAL PRES LA COUR D'APPEL,,"Le Garde des Sceaux, Ministre de la Justice peut dénoncer au Procureur général les infractions à la loi pénale dont il a connaissance, lui enjoindre d'engager ou de faire engager les poursuites, ou de saisir la juridiction compétente de telles réquisitions écrites que le Ministre juge opportunes.",Procédures Pénales
29,,,29,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION II – DES ATTRIBUTIONS DU PROCUREUR GENERAL PRES LA COUR D'APPEL,,"Le Procureur général a autorité sur tous les représentants au ministère public du ressort de la Cour d'appel.
A l'égard de ces magistrats, il a les mêmes prérogatives que celles reconnues au Ministre de la
Justice à l'article précédent.",Procédures Pénales
30,,,30,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION II – DES ATTRIBUTIONS DU PROCUREUR GENERAL PRES LA COUR D'APPEL,,"Tous les officiers et agents de la police judiciaire sont placés sous la surveillance du Procureur général. Il peut les charger de recueillir tous renseignements qu'il estime utiles à une bonne administration de la justice.
Tous les fonctionnaires et agents qui, d'après l'article «21» du présent Code, sont, à raison de fonctions, même administratives, appelés par la loi à faire quelques actes de la police judiciaire, sont, sous ce rapport seulement, soumis à la même surveillance.",Procédures Pénales
31,85-25,,31,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION III - ATTRIBUTIONS DU PROCUREUR DE LA REPUBLIQUE,,"(Loi n°85-25 du 27 février 1985)
Le Procureur de la République représente en personne ou par ses substituts le ministère public près le tribunal régional sans préjudice des dispositions prévues par les lois spéciales.
En cas d'empêchement ou d'absence momentanés, il est remplacé, s'il n'a pas de substitut, par un délégué du Procureur de la République du ressort ou par un juge commis à cet effet par le président du tribunal régional sur sa proposition ou, à défaut, sur celle du Procureur général.
Le délégué du Procureur de la République représente le Ministère public auprès du tribunal départemental. En cas d'absence, il est procédé conformément à l'article «24», alinéa 2.",Procédures Pénales
32,85-25,,32,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION III - ATTRIBUTIONS DU PROCUREUR DE LA REPUBLIQUE,,"(Loi n°85-25 du 27 février 1985)
Le Procureur de la République reçoit les plaintes et les dénonciations et apprécie la suite à leur donner.
Toute autorité constituée, tout officier public ou fonctionnaire qui, dans l'exercice de ses fonctions, acquiert la connaissance d'un crime ou d'un délit, est tenu d'en donner avis sans délai au Procureur de la République et de transmettre à ce magistrat tous les renseignements, procès-verbaux et actes qui y sont relatifs
Le Procureur de la République peut, préalablement à la décision sur l'action publique, et avec l'accord des parties, soumettre l'affaire à la médiation pénale s'il apparaît qu'une telle mesure est susceptible d'assurer la réparation du dommage causé à la victime, mettre fin au trouble résultant de l'infraction, et contribuer au reclassement de l'auteur.
Le Procureur de la République peut procéder lui-même à la médiation pénale ou déléguer tout ou partie de la tâche à un médiateur pénale tenu à une obligation de neutralité et de secret. Le médiateur pénal vérifiera l'accord des parties en litige sur le principe du recours à la médiation pénale, les aidera à trouver une solution acceptée par elles. Cette solution ne doit être contraire ni à l'ordre public ni aux bonnes mœurs.
Le médiateur pénal contrôlera si nécessaire la bonne exécution des engagements.
La tentative de médiation pénale doit intervenir dans les 15 jours de la saisine du médiateur.
Le procès-verbal de l'accord ainsi que le rapport du médiateur pénal dressé à cet effet sont transmis immédiatement au Procureur de la République.
En cas d'échec de la médiation pénale par refus de comparaître, non comparution de l'auteur des faits ou pour toute autre raison, le médiateur pénal adresse son rapport au Procureur de la République.
Celui-ci apprécie alors l'opportunité d'engager des poursuites.
Les informations recueillies dans l'exécution de la mission ne peuvent être utilisées contre l'une ou l'autre partie.
Le Procureur de la République peut décider de classer l'affaire sans suite. Il doit adresser au plaignant un avis de cette décision dans les huit jours de celle-ci. Cet avis comporte notamment la mention que le plaignant peut, s'il le désire, prendre l'initiative de mettre l'action publique en mouvement en se constituant partie Civile.",Procédures Pénales
33,,,33,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION III - ATTRIBUTIONS DU PROCUREUR DE LA REPUBLIQUE,,"Le Procureur de la République procède ou fait procéder à tous les actes nécessaires à la recherche et la poursuite des infractions à la loi pénale.
A cette fin, il dirige l'activité des officiers et agents de la police judiciaire dans le ressort de son tribunal.
Il a tous les pouvoirs et prérogatives attachés à la qualité d'officier de police judiciaire prévus par la section Il du titre premier du présent livre ainsi que par des lois spéciales.
En cas d'infraction flagrante, il exerce les pouvoirs qui lui sont attribués par l'article «60».",Procédures Pénales
34,,,34,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION III - ATTRIBUTIONS DU PROCUREUR DE LA REPUBLIQUE,,"Le Procureur de la République a, dans l'exercice de ses fonctions, le droit de requérir directement la force publique.",Procédures Pénales
35,,,35,,,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION III - ATTRIBUTIONS DU PROCUREUR DE LA REPUBLIQUE,,"Sont compétents pour exercer les attributions prévues à la présente section, le Procureur de la République du lieu de l'infraction, celui de la résidence de l'une des personnes soupçonnées d'avoir participé à l'infraction, celui du lieu d'arrestation d'une de ces personnes, même lorsque cette arrestation a été opérée pour une autre cause.
Les conflits de compétence entre parquets sont réglés par le Procureur général près la Cour d'appel.",Procédures Pénales
36,85-25,,36,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION IV – DU MINISTERE PUBLIC PRES LES TRIBUNAUX DEPARTEMENTAUX,,"(Loi n°85-25 du 27 février 1985)
Dans les tribunaux départementaux où il n'existe pas de délégué du Procureur de la République, les présidents de ces juridictions sont investis, pour les infractions relevant de leur compétence, des pouvoirs du Procureur de la République tels qu'ils sont précisés à l'article «33».
Ils peuvent poursuivre d'office, et avertir ou faire citer le prévenu devant le tribunal sans préjudice du droit d'avertissement ou de citation directe du Procureur de la République compétent ou du droit de citation de la partie.
Ils assurent l'exécution de leurs jugements.
Toutefois, le Procureur de la République près le tribunal régional peut, lorsqu'il le juge utile, y exercer les attributions du ministère public.",Procédures Pénales
37,85-25,,37,,1985-02-27,,LIVRE PREMIER : DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,TITRE PREMIER : DES AUTORITES CHARGEES DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,CHAPITRE II : DU MINISTERE PUBLIC,SECTION IV – DU MINISTERE PUBLIC PRES LES TRIBUNAUX DEPARTEMENTAUX,,"(Loi n°85-25 du 27 février 1985)
Dans les tribunaux départementaux où il n'existe pas de délégué du Procureur de la République, les présidents de ces juridictions sont investis, pour les infractions relevant de leur compétence, des pouvoirs du Procureur de la République tels qu'ils sont précisés à l'article «33».
Ils peuvent poursuivre d'office, et avertir ou faire citer le prévenu devant le tribunal sans préjudice du droit d'avertissement ou de citation directe du Procureur de la République compétent ou du droit de citation de la partie.
Ils assurent l'exécution de leurs jugements.
Toutefois, le Procureur de la République près le tribunal régional peut, lorsqu'il le juge utile, y exercer les attributions du ministère public.",Procédures Pénales
