id_Article,numero_loi,numero_decret,numero_article,multiplicatif,date_signature,division_partie,division_livre,division_titre,division_chapitre,division_section,division_paragraphe,contenu,code
11,96-13,,11,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Le chèque peut être stipulé payable:
à une personne dénommée, avec ou sans clause expresse «à ordre,>;
à une personne dénommée, avec la clause
«non à ordre» ou une clause équivalente; au porteur.
Le chèque au profit d'une personne dénommée, avec la mention <,au porteur», ou un terme équivalent vaut comme chèque au porteur.
Le chèque sans indication du bénéficiaire vaut comme chèque au porteur.",Pénal
12,96-13,,12,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Le chèque peut être à l'ordre du tireur lui-même. Le chèque peut être tiré pour le compte d'un tiers.
Le chèque ne petit être tiré sur le tireur lui-même, sauf dans les cas où il s'agit d'un chèque tiré entre différents établissements d'un même tireur et à condition que ce chèque ne soit pas au porteur.",Pénal
13,96-13,,13,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,Toute stipulation d'intérêts insérée dans le chèque est réputée non écrite.,Pénal
14,96-13,,14,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Le chèque peut être payable au domicile d'un tiers, soit dans la localité où le tiré a son domicile, soit dans une autre localité, à condition toutefois que le tiers soit un banquier au sens de l'article premier alinéa 2 de la présente loi.
Cette domiciliation ne pourra pas être faite contre la volonté du porteur.",Pénal
15,96-13,,15,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Le chèque dont le montant est écrit à la fois en toutes lettres et en chiffres vaut, en cas de différence, pour la somme écrite en toutes lettres.
Le chèque dont le montant est écrit plusieurs fois, soit en toutes lettres, soit en chiffres, ne vaut, en cas de différence que pour la moindre somme.",Pénal
16,96-13,,16,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Si le chèque porte des signatures de personnes incapables de s'obliger par chèques, des signatures fausses ou des signatures de personnes imaginaires, ou des signatures qui, pourtoute autre raison, ne sauraient obliger les personnes qui ont signé le chèque, ou au nom desquelles il a été signé, les obligations des autres signataires n'en sont pas moins valables.",Pénal
17,96-13,,17,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Quiconque appose sa signature sur un chèque, comme représentant d'une personne pour laquelle il n'avait pas le pouvoir d'agir, est obligé lui-même en vertu du chèque et, s'il a payé, a les mêmes droits qu'aurait eu le prétendu représenté. Il en est de même du représentant qui a dépassé ses pouvoirs.",Pénal
18,96-13,,18,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Le tireur est garant du paiement. Toute clause par laquelle le tireur s'exonère de cette garantie est réputée non écrite.
La remise d'un chèque en paiement acceptée par un créancier n'entraîne pas novation. En conséquence, la créance  originaire  subsiste avec toutes les garanties y attachées jusqu'à ce que ledit chèque soit payé.",Pénal
19,96-13,,19,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,"Tout chèque pour lequel la provision correspondante existe à la disposition du tireur doit être certifié par le tiré si le tireur ou le porteur sur accord du tireur le demande, sauf la faculté pour le tiré de remplacer ce chèque par un chèque émis dans les conditions prévues à l'article 12 alinéa 3 de la présente loi.",Pénal
20,96-13,,20,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE Il - DE LA CREATION ET DE LA FORME DU CHEQUE,,,Toute personne qui remet un chèque en paiement doit justifier de son identité au moyen d'un document officiel en cours de validité portant sa photographie.,Pénal
21,96-13,,21,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"Le chèque stipulé payable au profit d'une personne dénommée avec ou sans clause expresse «à ordre» est transmissible par la voie de l'endossement.
Le chèque stipulé payable au profit d'une personne dénommée  avec  la  clause
<,non à ordre» ou une clause équivalente	n'est transmissible que dans la forme et avec les effets d'une cession ordinaire.",Pénal
22,96-13,,22,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,L'endossement peut être fait même au profit du tireur ou de tout autre obligé. Ces personnes peuvent endosser le chèque à nouveau.,Pénal
23,96-13,,23,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"L'endossement doit être pur et simple. Toute condition à laquelle il est subordonné est réputée non écrite.
L'endossement partiel est nul.
Est également nul l'endossement au tiré.
L'endossement au porteur vaut comme un endossement en blanc.
L'endossement au tiré ne vaut que comme quittance, sauf dans le cas où le tiré a plusieurs établissements et où l'endossement est fait au bénéfice d'un établissement autre que celui sur lequel le chèque a été tiré.",Pénal
24,96-13,,24,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"L'endossement doit être inscrit sur le chèque ou sur une feuille qui y est attachée (allonge). Il doit être signé par l'endosseur. La signature de celui-ci est apposée, soit à la main, soit par tout procédé non manuscrit.
L'endossement peut ne pas désigner le bénéficiaire ou consister simplement dans la signature de l'endosseur (endossement en blanc). Dans ce dernier cas, l'endossement, pour être valable, doit être inscrit au dos du chèque ou sur l'allonge.",Pénal
25,96-13,,25,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"L'endossement transmet tous les droits résultant du chèque et notamment la propriété de la provision.
Si l'endossement est en blanc, le porteur peut:
1°-Remplir le blanc, soit de son nom, soit du nom d'une autre personne;
2°-Endosser le chèque de nouveau en blanc, ou à une autre personne;
3°-Remettre le chèque à un tiers, sans remplir le blanc et sans l'endosser.",Pénal
26,96-13,,26,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"L'endosseur est, sauf clause contraire, garant du paiement. Il peut interdire un nouvel endossement; dans ce cas, il n'est pas tenu à la garantie envers les personnes auxquelles le chèque est ultérieurement endossé.",Pénal
27,96-13,,27,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"Le détenteur d'un chèque endossable est considéré comme porteur légitime s'il justifie de son droit par une suite ininterrompue d'en-dossements, même si le dernier endossement est en blanc. Les endossements biffés sont, à cet égard, réputés non écrits. Quand un endossement en blanc est suivi d'un autre endossement, le signataire de celui-ci est réputé avoir acquis le chèque par l'endossement en blanc.",Pénal
28,96-13,,28,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,Un endossement figurant sur un chèque au porteur rend l'endosseur responsable aux termes des dispositions qui régissent les recours; il ne convertit d'ailleurs pas le titre en un chèque à ordre.,Pénal
29,96-13,,29,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"Lorsqu'une personne a été dépossédée d'un chèque à ordre par quelque événement que ce soit, le bénéficiaire qui justifie de son droit de la manière indiquée à l'article 27 de la présente loi n'est tenu de se dessaisir du chèque que s'il l'a acquis de mauvaise foi ou si, en l'acquérant, il a commis une faute lourde.",Pénal
30,96-13,,30,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"Les personnes actionnées en vertu du chèque ne peuvent pas opposer au porteur les exceptions fondées sur leurs rapports personnels avec le tireur ou avec les porteurs antérieurs, à moins que le porteur en acquérant le chèque, n'ait agi sciemment au détriment du débiteur.",Pénal
31,96-13,,31,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"Lorsque l'endossement contient la mention «valeur en recouvrement»,	«pour encaissement»,	«par procuration» ou toute autre mention impliquant un simple mandat, le porteur peut exercer tous les droits découlant du chèque, mais il ne peut endosser celui-ci qu'à titre de procuration.
Les obligés ne peuvent, dans ce cas, invoquer contre le porteur que les exceptions qui seraient opposables à l'endosseur.
Le mandat renfermé dans un endossement de procuration ne prend pas fin par le décès du mandant ou la survenance de son incapacité.",Pénal
32,96-13,,32,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE III - DE LA TRANSMISSION,,,"L'endossement fait après le protêt ou après l'expiration du délai de présentation, ne produit que les effets d'une cession ordinaire.
Sauf preuve contraire, l'endossement sans date est présumé avoir été fait avant le protêt ou avant l'expiration du délai visé à l'alinéa précédent.
Il est défendu d'antidater les ordres à peine de faux.",Pénal
33,96-13,,33,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE IV - DES GARANTIES DU CHEQUE,SECTION PREMIERE - DE L'AVAL,,"Le paiement d'un chèque peut être garanti pour tout ou partie de son montant par un aval.
Cette garantie est fournie par un tiers, sauf le tiré ou même par un signataire du chèque.",Pénal
34,96-13,,34,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE IV - DES GARANTIES DU CHEQUE,SECTION PREMIERE - DE L'AVAL,,"L'aval est donné soit sur le chèque ou sur une allonge, soit par un acte séparé indiquant la date et le lieu où il est intervenu.
Il est exprimé par les mots
<,bon pour aval» ou par toute autre formule équivalente; il est signé par le donneur d'aval avec indication de ses nom et adresse.
Il est considéré comme résultant de la seule signature du donneur d'aval, apposée au recto du chèque, sauf quand il s'agit de la signature du tireur.
L'aval doit indiquer pour le compte de qui il est donné. A défaut de cette indication, il est réputé donné pour le tireur.",Pénal
35,96-13,,35,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE IV - DES GARANTIES DU CHEQUE,SECTION PREMIERE - DE L'AVAL,,"Le donneur d'aval est tenu de la même manière que celui dont il s'est porté garant.
Son engagement est valable, alors même que l'obligation qu'il a garantie serait nulle pour toute cause autre qu'un vice de forme.
Quand il paye le chèque, le donneur d'aval acquiert les droits résultant du chèque contre le garanti et contre ceux qui sont tenus envers ce dernier en vertu du chèque.",Pénal
36,96-13,,36,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE IV - DES GARANTIES DU CHEQUE,SECTION Il - DU VISA,,"Le visa est une garantie de l'existence de la provision au moment où il est apposé sur le chèque.
Le banquier tiré ne peut refuser d'apposer le visa s'il y a provision.
Toutefois, l'apposition du visa n'implique pas pour le banquier l'obligation de bloquer la provision.",Pénal
37,96-13,,37,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE IV - DES GARANTIES DU CHEQUE,SECTION III - DE LA CERTIFICATION,,"Le tireur ou le porteur d'un chèque peut en demander la certification au banquier tiré, s'il y a provision au compte.
Toutefois, le chèque ne peut être certifié que sur accord écrit du tireur.
Lorsque le chèque est certifié, la provision est alors bloquée	sous	la responsabilité du tiré au profit du porteur jusqu'à l'expiration du délai de la présentation visé à l'article 40 de la présente loi.
La certification résulte de l'apposition sur le chèque par le   tiré   d'une   formule comportant, outre sa signature, les mentions relatives à la certification et à la date de celle-ci, au montant pour lequel le chèque a été établi et à la désignation de l'établissement tiré. Ces mentions doivent être apposées au moyen d'un procédé mécanique de marquage ou d'impression indélébile offrant toute garantie de sécurité.
Dans tous les cas où la remise d'un chèque certifié est exigée, il peut être valablement satisfait à cette exigence par la remise d'un chèque émis dans les conditions prévues par l'article 19 de la présente loi.",Pénal
38,96-13,,39,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Le chèque est payable à vue. Toute mention contraire est réputée non écrite.
Le chèque présenté au paiement avant le jour indiqué comme date d'émission est payable le jour de la présentation;",Pénal
39,96-13,,40,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Le chèque émis et payable au Sénégal doit être présenté au paiement dans le délai de huit jours si le paiement doit s'effectuer au lieu d'émission, et, dans les autres cas, dans le délai de 20 jours.
Le chèque émis dans un Etat membre de l'Union Monétaire Ouest Africaine (UMOA) et payable au Sénégal doit être présenté dans le délai de 45 jours.
Le chèque émis hors de l'UMOA  et  payable  au
Sénégal doit être présenté dans le délai de 70 jours.
Le point de départ de ces délais est le jour porté sur le chèque comme date d'émission .
Pour le surplus, les règles posées aux articles 70 et 71 de la présente loi s'appliquent à la présentation du chèque.",Pénal
40,96-13,,41,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Lorsqu'un chèque payable au Sénégal est émis dans un pays où est en usage un calendrier autre que le calendrier grégorien, le jour de l'émission sera ramené au jour correspondant au calendrier grégorien.",Pénal
41,96-13,,42,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,La présentation à une chambre de compensation équivaut à la présentation au paiement.,Pénal
42,96-13,,43,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Lorsque la provision existe, le tiré doit payer même après l'expiration du délai de présentation.
Il doit aussi payer même si le chèque a été émis au mépris de l'injonction prescrite par l'article 74 ou en violation de l'interdiction prévue à l'article 85 (alinéa premier) de la présente loi.
Il n'est admis d'opposition au paiement du chèque par le tireur qu'en cas de perte, de vol, d'utilisation frauduleuse du chèque ou d'ouverture des procédures collectives contre le porteur. Le tireur doit immédiatement confirmer son opposition et en indiquer le motif par écrit, quel que soit le support de cet écrit. Cette défense de payer ne prend fin que par mainlevée ou par prescription.
En cas de contestation du porteur, à l'égard d'une opposition du tireur, le juge des référés, même dans le cas où une instance au principal est engagée, peut ordonner la mainlevée de l'opposition.",Pénal
43,96-13,,44,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"En cas de perte du chèque, celui à qui il appartient peut en poursuivre le paiement sur un second, troisième, quatrième, etc.
Le propriétaire du chèque égaré doit, pour s'en procurer un second, s'adresser à son endosseur immédiat qui est tenu de lui prêter son nom et ses soins pour agir envers son propre endosseur, et ainsi en remontant d'endosseur à endosseur jusqu'au tireur du chèque. Le propriétaire du chèque égaré supportera les frais.
Si celui qui a perdu le chèque ne peut représenter le second, il peut demander le paiement du chèque perdu et l'obtenir par ordonnance du juge en justifiant de sa propriété par ses livres et en donnant	caution. L'engagement de la caution est éteint après six mois, si pendant ce temps, il n'y a eu ni demandes ni poursuites en justice.
En cas de refus de paiement, sur la demande formée en vertu de l'alinéa précédent, le propriétaire du chèque perdu conserve tous ses droits par un acte de protestation. Cet acte doit être fait au plus tard le premier jour ouvrable qui suit l'expiration du délai de présentation. Les avis prescrits par l'article 54 doivent être donnés au tireur et aux endosseurs dans les délais fixés par cet article.",Pénal
44,96-13,,45,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Ni le décès du tireur, ni son incapacité survenant après l'émission ne touchent aux effets du chèque.",Pénal
45,96-13,,46,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Celui qui présente un chèque au paiement doit justifier de son identité au moyen d'un document officiel portant sa photographie.
Le tiré peut exiger, en payant le chèque, qu'il lui soit remis acquitté par le porteur.
Si la provision est inférieure au montant du chèque, le porteur a le droit d'exiger le paiement jusqu'à concurrence de la provision.
En cas de paiement partiel, le tiré peut exiger que mention de ce paiement soit faite sur le chèque et qu'une quittance lui en soit donnée.
Cette quittance, délivrée sur titre séparé, jouit à l'égard du droit de timbre de la même dispense que la quittance donnée sur le chèque lui-même.
Les paiements partiels sur le montant d'un chèque sont à la décharge des tireurs et endosseurs.
Le porteur peut faire protester le chèque pour la différence.",Pénal
46,96-13,,47,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Celui qui paye un chèque sans opposition est présumé valablement libéré.
Le tiré qui paye un chèque endossable est obligé de vérifier la régularité de la suite des endossements, mais non la signature des endosseurs.",Pénal
47,96-13,,48,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE V - DE LA PRESENTATION ET DU PAIEMENT,,,"Lorsqu'un chèque est stipulé payable en une monnaie n'ayant pas cours au Sénégal, le montant peut en être payé, dans le délai de présentation du chèque, d'après sa valeur en francs CFA au jour du paiement. Si le paiement n'a pas été effectué à la présentation, le porteur peut, à son choix, demander que le montant du chèque soit payé en francs CFA d'après le cours, soit du jour de la présentation, soit du jour du paiement.
Les usages en vigueur pour la cotation des devises dans lesquelles sont libellés les chèques doivent être suivis pour déterminer la valeur de ces monnaies en francs CFA. Toutefois, le tireur peut stipuler que la somme à payer sera calculée d'après un cours déterminé dans le chèque.
Les règles ci énoncées ne s'appliquent pas au cas où, conformément	aux dispositions	de	la réglementation des changes, le tireur a stipulé que le paiement devra être fait dans une certaine monnaie indiquée (clause de paiement effectif en une monnaie étrangère)
Si le montant du chèque est indiqué dans une monnaie ayant la même dénomination, mais une valeur différente, dans le pays d'émission et dans celui du paiement, on est présumé s'être référé à la monnaie du lieu du paiement.",Pénal
48,96-13,,49,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE VI - DU CHEQUE BARRE,,,"Le tireur ou le porteur d'un chèque peut le barrer.
Le barrement s'effectue au moyen de deux barres parallèles apposées au recto. Il peut être général ou spécial.
Le barrement est général s'il ne porte entre les deux barres aucune désignation ou la mention «banquier» ou un terme équivalent; il est spécial si le nom d'un banquier est inscrit entre les deux barres.
Le barrement général peut être transformé en barrement spécial, mais le barrement spécial ne peut être transformé en paiement général.
Le biffage du barrement ou du nom du banquier désigné est réputé non avenu.",Pénal
49,96-13,,50,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE VI - DU CHEQUE BARRE,,,"Un chèque à barrement général ne peut être payé par le tiré qu'à un banquier.
Un chèque à barrement spécial ne peut être payé par le tiré qu'au banquier désigné ou, si celui-ci est le tiré, qu'à son client. Toutefois, le banquier désigné peut recourir pour J'encaissement à un autre banquier.
Un banquier ne peut acquérir un chèque barré que d'un de ses clients, ou d'un autre banquier. Il ne peut l'encaisser pour le compte d'autres personnes que celles-ci.
Un chèque portant plusieurs	barrements spéciaux ne peut être payé par le tiré que dans le cas où il s'agit de deux barrements dont l'un pour encaissement par une chambre de compensation.
Le tiré ou le banquier qui n'observe pas les dispositions ci-dessus est responsable du préjudice jusqu'à concurrence du montant du chèque.",Pénal
50,96-13,,51,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE VI - DU CHEQUE BARRE,,,Les chèques à porter en compte émis à l'étranger et payables sur le territoire sénégalais seront traités comme chèques barrés.,Pénal
51,96-13,,52,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE VII - DES RECOURS FAUTE DE PAIEMENT,,,"Le porteur peut exercer ses recours contre les endosseurs, le tireur et les autres obligés, si le chèque, présenté dans le délai prévu à l'article 40 n'est pas payé et si le refus de paiement est constaté par un acte authentique (protêt).",Pénal
52,96-13,,53,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE VII - DES RECOURS FAUTE DE PAIEMENT,,,"Le protêt doit être fait avant l'expiration du délai de présentation.
Si la présentation a lieu le dernier jour du délai, le protêt peut être établi le premier jour ouvrable suivant.",Pénal
53,96-13,,54,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE VII - DES RECOURS FAUTE DE PAIEMENT,,,"Le porteur doit donner avis du défaut de paiement à son endosseur et au tireur dans les quatre jours ouvrables qui suivent le jour du protêt ou, en cas de clause de retour sans frais, le jour de la présentation.
Les notaires et les huissiers sont tenus, à peine de dommages intérêts, de prévenir le tireur dans les quarante-huit heures qui suivent l'enregistrement, par la poste et par lettre recommandée, des motifs du refus de payer.  Cette lettre donne lieu, au profit du notaire ou de l'huissier, au droit de correspondance fixé par le tarif qui lui est applicable.
Chaque endosseur doit, dans les deux jours ouvrables qui suivent le jour où il a reçu l'avis, faire connaître à son endosseur l'avis qu'il a reçu, en indiquant les noms et adresses de ceux qui ont donné les avis précédents, et ainsi de suite, en remontant jusqu'au tireur. Les délais ci-dessus indiqués courent de la réception de l'avis précédent.
Lorsqu'en conformité avec l'alinéa précédent, un avis est donné à un signataire du chèque, le même avis doit être donné dans le même délai à son avaliseur.
Dans le cas où un endosseur n'a pas indiqué son adresse ou l'a indiquée d'une façon illisible, il suffit que l'avis soit donné à l'endosseur qui le précède.
Celui qui a un avis à donner peut le faire sous une forme quelconque, même par un simple envoi du chèque.
Il doit prouver qu'il a donné l'avis dans le délai imparti. Ce délai sera considéré comme observé si une lettre missive donnant l'avis a été mise à la poste dans ledit délai.
Celui qui ne donne pas l'avis dans le délai ci-dessus indiqué n'encourt pas la déchéance;	il	est responsable, s'il y a lieu, du préjudice causé par sa négligence, sans que les dommages intérêts puissent dépasser le montant du chèque.",Pénal
54,96-13,,55,,1996-08-28,,,TITRE PREMIER - DU CHEQUE,CHAPITRE VII - DES RECOURS FAUTE DE PAIEMENT,,,"Le tireur, un endosseur ou un  avaliseur  peut,  par  la clause « retour sans frais »,
« sans protêt », ou toute autre clause équivalente, inscrite sur le titre et signée, dispenser le porteur, pour exercer ses recours, de faire établir un protêt.
Cette clause ne dispense pas le porteur de la présentation du chèque dans le délai prescrit, ni des avis à donner. La preuve de l'inobservation du délai incombe à celui qui s'en prévaut contre le porteur.
Si la clause est inscrite par le tireur, elle produit ses effets à l'égard de tous les signataires; si elle est inscrite par un endosseur ou un avaliseur, elle produit ses effets seulement à l'égard de celui-ci. Si, malgré la clause inscrite par le tireur, le porteur fait établir le protêt, les frais en restent à sa charge. Quand la clause émane d'un endosseur ou d'un avaliseur, les frais du protêt, s'il en est dressé un, peuvent être recouvrés contre tous les signataires.",Pénal
